order_id,product_id,category_id,state_id,size_id,payment_method_id,customer_type_id,quantity,discount_rate,purchase_date,sales,profit,customer_rating
O10890,P1003,C02,1,2,4,2,1,0.2,04-03-2023,43.416,19.38256322,5
O10891,P1005,C02,2,2,5,2,4,0,30-11-2022,217.08,84.72095053,4
O10892,P1005,C02,3,4,4,1,4,0.2,18-05-2024,173.664,36.86186981,3
O10893,P1007,C01,4,1,3,1,3,0.1,21-12-2023,146.529,61.20002841,2
O10894,P1001,C01,1,5,5,2,2,0,17-07-2023,108.54,24.08943014,5
O10895,P1006,C01,2,5,5,1,2,0.3,29-05-2025,75.978,33.85508217,4
O10896,P1001,C01,5,1,5,3,3,0.3,06-03-2023,113.967,23.82551618,3
O10897,P1002,C04,1,1,1,2,3,0.2,30-08-2024,130.248,53.65157894,5
O10898,P1007,C01,1,3,5,3,2,0,03-08-2023,108.54,33.65524972,2
O10899,P1001,C01,4,5,4,1,4,0,15-12-2023,217.08,104.0014287,3
O10900,P1003,C02,2,4,4,2,3,0.3,10-09-2023,113.967,46.73795202,3
O10901,P1005,C02,3,2,3,1,2,0.1,09-08-2024,97.686,42.66796297,1
O10902,P1002,C04,5,3,2,3,4,0.1,06-04-2024,195.372,97.48574358,1
O10903,P1007,C01,2,5,2,1,1,0.2,19-03-2025,43.416,19.66610487,3
O10904,P1001,C01,5,1,1,3,3,0.3,19-02-2025,113.967,36.7052269,5
O10905,P1006,C01,1,5,5,1,3,0.2,28-04-2025,130.248,49.88810318,2
O10906,P1003,C02,4,4,1,3,4,0.2,30-12-2024,173.664,49.18662993,4
O10907,P1003,C02,4,3,3,1,1,0.1,07-07-2023,48.843,14.58831099,1
O10908,P1001,C01,3,1,3,2,4,0.3,13-09-2024,151.956,39.54049314,2
O10909,P1005,C02,4,4,2,2,3,0.2,29-08-2023,130.248,31.24551744,3
O10910,P1001,C01,1,2,3,1,1,0.1,29-05-2025,48.843,12.40867889,2
O10911,P1002,C04,3,3,5,3,2,0.1,31-03-2024,97.686,35.71221864,2
O10912,P1001,C01,2,4,4,1,3,0,06-08-2024,162.81,66.32581147,2
O10913,P1003,C02,4,4,3,2,4,0.3,20-08-2023,151.956,53.07963808,3
O10914,P1007,C01,3,1,1,3,4,0.3,18-10-2024,151.956,51.58320379,1
O10915,P1001,C01,1,2,5,1,4,0,26-07-2023,217.08,88.14482276,4
O10916,P1005,C02,5,4,3,1,4,0.2,11-11-2022,173.664,58.698091,5
O10917,P1007,C01,5,3,3,3,4,0.1,04-10-2022,195.372,91.48608534,1
O10918,P1006,C01,1,4,5,1,3,0.1,20-06-2024,146.529,63.10820305,4
O10919,P1004,C03,1,5,3,2,1,0.1,02-11-2022,48.843,13.48973199,3
O10920,P1001,C01,5,3,4,2,4,0,02-03-2023,217.08,96.63323396,4
O10921,P1005,C02,3,3,2,3,4,0.1,27-03-2025,195.372,89.53676925,3
O10922,P1007,C01,5,4,5,1,2,0.2,14-02-2025,86.832,35.9308248,4
O10923,P1005,C02,1,1,1,1,2,0.2,09-12-2022,86.832,33.75031893,1
O10924,P1006,C01,4,3,3,2,1,0,07-04-2023,54.27,21.78589887,3
O10925,P1003,C02,2,5,2,3,3,0.2,17-01-2024,130.248,50.48651935,2
O10926,P1005,C02,4,1,1,3,3,0.3,27-05-2025,113.967,52.19988301,3
O10927,P1007,C01,4,1,1,3,1,0.3,10-05-2023,37.989,17.109541,3
O10928,P1005,C02,1,1,4,2,1,0.1,29-12-2023,48.843,20.96583363,4
O10929,P1005,C02,5,3,2,2,1,0.1,02-09-2023,48.843,18.53115117,3
O10930,P1005,C02,3,1,5,3,4,0.3,31-03-2025,151.956,60.66543483,4
O10931,P1002,C04,4,4,2,3,3,0.2,28-04-2025,130.248,34.20306236,1
O10932,P1002,C04,5,1,2,1,1,0,29-04-2025,54.27,18.57904285,3
O10933,P1003,C02,3,5,1,1,2,0.1,05-10-2022,97.686,31.97162084,2
O10934,P1001,C01,4,2,4,3,4,0.1,27-05-2024,195.372,64.82875117,2
O10935,P1005,C02,3,5,4,2,4,0.3,31-05-2025,151.956,57.79912116,1
O10936,P1006,C01,5,3,2,2,4,0.3,17-12-2024,151.956,31.28090395,2
O10937,P1001,C01,2,1,2,1,4,0,09-11-2022,217.08,106.1090007,4
O10938,P1006,C01,5,1,3,3,1,0.1,10-04-2025,48.843,21.25885062,3
O10939,P1001,C01,1,4,1,2,4,0.2,19-06-2024,173.664,72.00171792,5
O10940,P1003,C02,3,1,5,2,2,0.2,08-01-2023,86.832,20.45853788,3
O10941,P1005,C02,2,5,5,2,2,0.3,25-02-2023,75.978,17.04484824,3
O10942,P1005,C02,3,3,4,2,1,0,19-06-2023,54.27,13.35958371,5
O10943,P1004,C03,3,2,1,1,4,0.3,05-02-2024,151.956,56.97053902,2
O10944,P1006,C01,4,1,4,2,2,0,25-11-2022,108.54,24.4880169,2
O10945,P1001,C01,1,2,5,2,3,0.2,24-12-2024,130.248,61.27485524,3
O10946,P1001,C01,3,1,2,3,4,0,22-01-2025,217.08,66.05084258,2
O10947,P1002,C04,5,3,1,3,1,0.2,29-09-2024,43.416,9.500847742,4
O10948,P1004,C03,5,5,1,1,3,0,04-01-2023,162.81,44.53342711,4
O10949,P1007,C01,4,3,3,1,4,0.3,08-12-2022,151.956,63.31092496,5
O10950,P1007,C01,1,2,2,1,3,0.2,20-09-2024,130.248,37.08789067,3
O10951,P1002,C04,1,1,2,1,4,0.1,20-07-2024,195.372,80.40944729,4
O10952,P1002,C04,5,2,4,2,4,0.1,01-02-2023,195.372,91.14599375,1
O10953,P1002,C04,2,5,1,3,2,0.2,02-06-2025,86.832,24.73266593,2
O10954,P1006,C01,4,3,4,2,3,0.1,19-04-2024,146.529,65.38592974,3
O10955,P1006,C01,4,2,2,2,3,0.2,16-01-2024,130.248,60.78420415,4
O10956,P1003,C02,5,2,3,2,1,0.3,28-10-2023,37.989,12.70625619,5
O10957,P1003,C02,5,5,1,3,1,0.3,17-07-2024,37.989,11.92142011,4
O10958,P1002,C04,2,1,2,1,3,0,28-01-2023,162.81,78.9112579,1
O10959,P1004,C03,2,2,3,1,2,0.1,04-05-2025,97.686,48.71203566,4
O10960,P1001,C01,1,5,5,3,2,0.1,21-07-2024,97.686,22.99322331,3
O10961,P1006,C01,4,1,2,3,4,0.1,03-12-2022,195.372,90.930863,5
O10962,P1004,C03,4,1,5,1,1,0.2,15-05-2025,43.416,14.10284464,5
O10963,P1005,C02,5,3,4,2,1,0.3,19-08-2023,37.989,8.127219482,1
O10964,P1006,C01,1,5,5,1,1,0.1,24-01-2024,48.843,16.92053226,3
O10965,P1006,C01,4,1,2,3,4,0,14-05-2024,217.08,99.43579445,1
O10966,P1003,C02,1,3,5,1,2,0.1,07-02-2025,97.686,37.31162185,1
O10967,P1001,C01,1,4,1,1,1,0,18-03-2025,54.27,16.97496979,1
O10968,P1001,C01,5,5,2,1,4,0.1,19-07-2024,195.372,52.97474833,4
O10969,P1007,C01,1,4,3,3,3,0.1,20-06-2023,146.529,46.58429478,2
O10970,P1007,C01,2,1,5,3,2,0.3,13-08-2024,75.978,37.20682774,4
O10971,P1007,C01,2,5,1,1,3,0,31-12-2023,162.81,74.41542675,3
O10972,P1007,C01,3,3,4,1,1,0.1,12-11-2024,48.843,18.97352703,1
O10973,P1005,C02,5,1,4,2,4,0,10-03-2023,217.08,62.58110196,1
O10974,P1005,C02,3,5,5,2,2,0,07-10-2024,108.54,35.24311248,2
O10975,P1006,C01,2,5,4,1,1,0.3,21-10-2024,37.989,18.48512468,5
O10976,P1002,C04,3,4,3,3,2,0.3,07-04-2025,75.978,19.82526075,1
O10977,P1003,C02,5,1,2,2,4,0,29-07-2023,217.08,69.13187653,4
O10978,P1003,C02,5,3,1,1,4,0.3,06-04-2023,151.956,35.53566876,1
O10979,P1007,C01,1,3,5,2,1,0.1,03-08-2023,48.843,18.30167091,3
O10980,P1006,C01,4,1,4,2,2,0.1,09-03-2024,97.686,34.47724465,2
O10981,P1004,C03,1,1,2,2,4,0.3,09-04-2025,151.956,57.49023817,5
O10982,P1002,C04,5,2,3,3,2,0,06-10-2024,108.54,30.74543561,3
O10983,P1006,C01,2,4,4,1,2,0.1,15-06-2023,97.686,26.80120356,4
O10984,P1002,C04,2,1,4,3,3,0.2,23-06-2025,130.248,36.8637374,3
O10985,P1002,C04,1,1,1,3,1,0,08-06-2025,54.27,22.3874718,1
O10986,P1002,C04,5,2,3,2,1,0,16-07-2024,54.27,16.77977055,2
O10987,P1006,C01,2,2,3,1,2,0.2,13-06-2025,86.832,34.59747668,1
O10988,P1007,C01,5,5,5,2,3,0.2,28-11-2022,130.248,32.52811943,2
O10989,P1003,C02,2,3,1,3,2,0,01-08-2023,108.54,52.47530752,4
O10990,P1003,C02,5,4,5,3,1,0.2,02-03-2023,43.416,21.21669474,3
O10991,P1007,C01,3,5,1,1,1,0.3,18-06-2025,37.989,17.8353596,2
O10992,P1002,C04,5,1,3,3,2,0.3,22-10-2024,75.978,33.37645476,3
O10993,P1004,C03,5,2,1,3,2,0,13-10-2022,108.54,53.04451744,2
O10994,P1001,C01,1,3,1,1,2,0.3,10-12-2022,75.978,36.35661216,1
O10995,P1006,C01,3,5,1,2,1,0.1,19-01-2025,48.843,19.93688482,2
O10996,P1001,C01,4,3,2,1,2,0.3,02-01-2025,75.978,35.71443107,2
O10997,P1007,C01,1,2,2,3,2,0.3,24-02-2024,75.978,19.70701158,5
O10998,P1004,C03,4,5,3,1,4,0.2,07-03-2023,173.664,84.02555213,4
O10999,P1006,C01,2,5,1,2,1,0.3,02-03-2023,37.989,8.647100473,1
O11000,P1007,C01,4,3,3,3,2,0,02-08-2023,108.54,25.91372277,1
O11001,P1002,C04,5,2,2,2,3,0.3,22-10-2022,113.967,49.85881769,3
O11002,P1003,C02,4,1,1,2,1,0.3,17-09-2024,37.989,18.17932764,2
O11003,P1001,C01,1,5,5,1,2,0,20-08-2024,108.54,50.83356786,2
O11004,P1005,C02,1,1,2,2,2,0,09-10-2022,108.54,36.06496884,2
O11005,P1005,C02,4,2,2,1,4,0.2,31-10-2024,173.664,55.52477068,1
O11006,P1004,C03,1,5,2,1,4,0.1,19-01-2025,195.372,79.18918798,5
O11007,P1002,C04,1,5,1,2,1,0.3,17-10-2024,37.989,15.61157573,3
O11008,P1001,C01,4,1,4,1,4,0.1,16-11-2024,195.372,66.53386025,2
O11009,P1002,C04,3,4,5,1,4,0.2,22-07-2024,173.664,70.90902341,5
O11010,P1001,C01,3,1,5,2,1,0,14-11-2024,54.27,11.92334431,4
O11011,P1004,C03,2,1,3,3,3,0,26-11-2024,162.81,62.71611602,1
O11012,P1004,C03,1,4,1,1,2,0,23-07-2024,108.54,47.11242471,4
O11013,P1005,C02,4,2,2,1,2,0.2,11-02-2025,86.832,39.61367413,1
O11014,P1002,C04,1,2,4,2,4,0.3,04-03-2023,151.956,47.18044493,3
O11015,P1006,C01,5,5,1,1,2,0.2,04-12-2022,86.832,34.90659557,4
O11016,P1005,C02,1,3,1,2,4,0,16-05-2023,217.08,96.24492532,3
O11017,P1002,C04,1,3,4,3,1,0.3,16-02-2024,37.989,15.85111321,3
O11018,P1005,C02,3,5,2,3,1,0,26-12-2023,54.27,22.12238011,3
O11019,P1006,C01,4,3,1,2,1,0,24-12-2024,54.27,16.94580526,4
O11020,P1003,C02,1,1,5,3,2,0.2,02-04-2023,86.832,38.86561679,4
O11021,P1003,C02,3,1,5,2,4,0.2,15-01-2025,173.664,48.65351008,4
O11022,P1003,C02,2,4,4,1,4,0.1,29-10-2023,195.372,79.81636246,2
O11023,P1003,C02,3,4,2,3,2,0,03-06-2024,108.54,38.36966311,3
O11024,P1007,C01,3,5,4,1,1,0.3,10-12-2024,37.989,11.53149626,2
O11025,P1001,C01,3,5,1,1,3,0,21-03-2023,162.81,54.8529631,1
O11026,P1007,C01,1,5,5,2,4,0.3,08-07-2023,151.956,45.78889197,4
O11027,P1007,C01,1,1,3,3,4,0.1,27-02-2024,195.372,78.77816137,5
O11028,P1007,C01,2,3,4,3,2,0,09-02-2024,108.54,22.89814373,1
O11029,P1003,C02,5,5,3,1,3,0.3,11-10-2022,113.967,41.29059552,3
O11030,P1006,C01,5,5,3,1,1,0.3,22-02-2024,37.989,15.32551923,3
O11031,P1004,C03,5,1,5,2,4,0.1,08-07-2024,195.372,80.3138757,2
O11032,P1004,C03,2,1,4,3,2,0.2,12-01-2024,86.832,42.30381312,4
O11033,P1001,C01,5,1,3,2,3,0.1,03-11-2024,146.529,43.16132425,4
O11034,P1003,C02,5,3,1,2,2,0.3,13-01-2023,75.978,32.00538428,1
O11035,P1003,C02,3,5,2,2,3,0.1,03-03-2023,146.529,31.11117474,1
O11036,P1003,C02,1,2,2,3,2,0.2,25-11-2023,86.832,37.93399856,1
O11037,P1005,C02,1,2,5,2,3,0,31-05-2023,162.81,55.54306163,5
O11038,P1002,C04,3,5,4,3,4,0.1,12-05-2024,195.372,54.57888553,5
O11039,P1005,C02,3,5,4,2,3,0.1,22-09-2024,146.529,35.01536279,3
O11040,P1002,C04,3,5,2,1,1,0,15-07-2023,54.27,24.5876602,3
O11041,P1003,C02,1,5,1,2,4,0.1,23-03-2024,195.372,39.93003907,3
O11042,P1003,C02,5,3,2,2,1,0.2,29-03-2024,43.416,9.897775816,4
O11043,P1005,C02,3,2,2,3,4,0.3,08-05-2024,151.956,32.08476028,3
O11044,P1005,C02,2,4,4,1,3,0.1,07-06-2025,146.529,35.78220188,2
O11045,P1002,C04,3,2,3,1,4,0,14-04-2025,217.08,51.38266919,1
O11046,P1004,C03,4,2,1,3,2,0,28-08-2023,108.54,34.77093284,4
O11047,P1002,C04,3,1,4,3,3,0.1,12-06-2024,146.529,36.10576853,5
O11048,P1005,C02,1,5,2,1,2,0,13-08-2023,108.54,36.88145704,1
O11049,P1006,C01,3,5,3,3,2,0.3,14-03-2023,75.978,25.72120074,3
O11050,P1005,C02,4,5,1,1,2,0.3,05-07-2024,75.978,25.16588693,5
O11051,P1006,C01,2,1,5,2,2,0,23-04-2023,108.54,21.82789573,5
O11052,P1001,C01,5,3,1,2,1,0.1,25-01-2025,48.843,22.89181285,5
O11053,P1005,C02,3,3,1,1,3,0.1,07-10-2024,146.529,37.85093264,1
O11054,P1001,C01,4,4,2,1,2,0,06-04-2025,108.54,45.37039762,4
O11055,P1004,C03,4,3,2,2,1,0.3,11-03-2025,37.989,14.87770331,1
O11056,P1002,C04,2,3,5,2,4,0.3,19-01-2024,151.956,72.30674651,2
O11057,P1006,C01,1,5,5,1,2,0.1,18-05-2024,97.686,38.53984908,3
O11058,P1002,C04,3,2,5,3,2,0.3,06-07-2023,75.978,15.40614954,4
O11059,P1001,C01,4,3,4,3,1,0.2,07-10-2022,43.416,16.53625228,4
O11060,P1006,C01,2,3,4,1,4,0.3,30-12-2022,151.956,45.44907073,3
O11061,P1002,C04,5,1,2,3,4,0.1,15-02-2025,195.372,90.6108069,2
O11062,P1005,C02,4,4,2,2,1,0.3,05-01-2025,37.989,8.48107605,5
O11063,P1003,C02,2,1,5,2,2,0.3,15-05-2024,75.978,19.12186846,3
O11064,P1001,C01,1,5,4,3,3,0,16-12-2022,162.81,62.5372273,5
O11065,P1002,C04,1,2,3,1,1,0.2,23-05-2025,43.416,17.16933478,3
O11066,P1001,C01,4,4,4,2,3,0,06-01-2024,162.81,60.29178275,1
O11067,P1007,C01,4,1,2,2,2,0.3,10-12-2024,75.978,28.84296173,2
O11068,P1001,C01,3,3,4,2,2,0.3,21-12-2022,75.978,32.10714479,2
O11069,P1006,C01,2,3,2,3,4,0,10-05-2025,217.08,44.01212724,3
O11070,P1007,C01,4,4,5,1,2,0.2,24-09-2024,86.832,22.30158905,2
O11071,P1006,C01,3,3,5,3,4,0.1,13-06-2023,195.372,81.98258908,5
O11072,P1003,C02,3,1,5,1,4,0,12-02-2025,217.08,44.60615406,2
O11073,P1007,C01,4,1,3,1,2,0.3,04-10-2024,75.978,37.63501535,2
O11074,P1005,C02,1,3,3,3,4,0.3,06-11-2023,151.956,56.01564801,2
O11075,P1001,C01,2,3,2,2,2,0.1,23-06-2024,97.686,32.15378071,4
O11076,P1002,C04,2,5,1,1,4,0.3,23-03-2023,151.956,74.26454618,3
O11077,P1004,C03,1,2,3,3,4,0.3,20-06-2025,151.956,68.63682979,1
O11078,P1001,C01,4,4,2,2,2,0.1,29-09-2024,97.686,41.27826213,1
O11079,P1001,C01,2,1,4,1,3,0.3,25-02-2023,113.967,32.35886487,4
O11080,P1003,C02,4,4,5,1,1,0.3,23-06-2023,37.989,8.284524925,4
O11081,P1005,C02,4,5,5,2,2,0.2,20-07-2023,86.832,27.1471108,1
O11082,P1004,C03,3,1,5,1,4,0,30-04-2024,217.08,71.89722655,5
O11083,P1007,C01,1,5,2,3,1,0.2,14-07-2024,43.416,14.71681981,1
O11084,P1007,C01,4,5,5,1,3,0.2,13-12-2022,130.248,51.42046531,1
O11085,P1007,C01,5,3,3,1,2,0.3,17-04-2025,75.978,19.12257582,3
O11086,P1006,C01,1,4,4,2,4,0,17-04-2023,217.08,73.32306135,1
O11087,P1006,C01,2,4,5,3,4,0,02-07-2024,217.08,93.55476055,1
O11088,P1002,C04,3,3,2,2,2,0.3,07-08-2023,75.978,34.87015154,2
O11089,P1004,C03,2,4,4,3,4,0.2,04-06-2024,173.664,35.48758639,4
O11090,P1007,C01,2,3,5,2,1,0.2,04-08-2024,43.416,21.48041487,1
O11091,P1006,C01,1,1,1,1,4,0.2,05-06-2023,173.664,38.20052119,1
O11092,P1002,C04,2,5,5,3,1,0,01-03-2024,54.27,23.58080395,5
O11093,P1005,C02,4,5,3,3,1,0.3,28-12-2024,37.989,11.50060524,1
O11094,P1002,C04,2,4,4,1,2,0,12-10-2024,108.54,44.4514979,3
O11095,P1006,C01,3,2,3,2,4,0.2,02-05-2024,173.664,42.03656539,5
O11096,P1003,C02,3,5,1,3,1,0,26-11-2024,54.27,18.28716671,1
O11097,P1003,C02,5,3,1,1,4,0,27-12-2022,217.08,99.3537547,3
O11098,P1007,C01,3,2,3,1,1,0.3,17-06-2023,37.989,15.91927145,4
O11099,P1003,C02,2,2,4,3,3,0.3,19-11-2023,113.967,46.03177594,1
O11100,P1007,C01,3,5,1,3,2,0,23-06-2024,108.54,25.42259597,4
O11101,P1007,C01,1,5,1,3,2,0.1,26-11-2023,97.686,26.37311725,1
O11102,P1006,C01,3,5,5,1,2,0.3,10-01-2025,75.978,19.07988455,5
O11103,P1003,C02,4,3,2,2,1,0.1,23-11-2024,48.843,23.65585392,5
O11104,P1007,C01,1,2,1,2,3,0.3,13-01-2024,113.967,37.19487852,3
O11105,P1004,C03,5,4,4,3,1,0.2,28-02-2023,43.416,8.693920315,2
O11106,P1005,C02,4,3,4,1,2,0.1,03-01-2025,97.686,25.83209642,3
O11107,P1002,C04,2,1,5,1,1,0.2,16-02-2025,43.416,20.13580659,1
O11108,P1002,C04,2,5,4,3,2,0.2,22-06-2025,86.832,25.73305827,4
O11109,P1006,C01,2,2,5,1,4,0,12-01-2023,217.08,60.00153149,4
O11110,P1003,C02,4,3,1,1,1,0.2,11-01-2023,43.416,15.01001801,1
O11111,P1003,C02,4,1,1,1,4,0.2,27-05-2023,173.664,82.729024,2
O11112,P1007,C01,4,3,1,3,1,0.2,16-04-2025,43.416,21.25621872,2
O11113,P1001,C01,1,3,1,3,2,0.2,04-05-2025,86.832,18.98643251,2
O11114,P1007,C01,1,4,2,3,4,0,14-04-2024,217.08,91.76966051,1
O11115,P1005,C02,2,4,2,2,1,0,12-06-2024,54.27,20.96501992,5
O11116,P1004,C03,3,3,1,2,2,0.2,16-05-2023,86.832,22.69933817,5
O11117,P1002,C04,2,1,4,3,1,0.1,05-06-2023,48.843,14.3218312,1
O11118,P1007,C01,5,2,5,1,4,0.3,23-03-2025,151.956,31.82418915,5
O11119,P1001,C01,1,2,3,1,1,0.1,14-12-2023,48.843,23.06113648,2
O11120,P1001,C01,4,5,5,3,1,0.2,16-11-2023,43.416,12.50051393,5
O11121,P1007,C01,1,5,3,1,4,0,31-10-2023,217.08,103.1849282,1
O11122,P1006,C01,4,2,3,1,2,0.2,31-03-2025,86.832,43.41168888,5
O11123,P1002,C04,5,3,1,2,1,0.2,24-01-2024,43.416,20.14202535,5
O11124,P1006,C01,5,3,3,1,1,0,14-06-2023,54.27,17.09408646,5
O11125,P1004,C03,1,4,1,1,3,0.1,21-04-2024,146.529,43.53994578,5
O11126,P1001,C01,4,4,2,3,3,0.3,13-02-2023,113.967,41.99661593,1
O11127,P1001,C01,5,5,4,2,2,0.2,19-03-2023,86.832,42.21587644,3
O11128,P1005,C02,2,2,3,2,4,0,13-05-2025,217.08,67.24751622,5
O11129,P1004,C03,2,3,4,1,2,0.3,24-03-2023,75.978,36.03292791,3
O11130,P1001,C01,4,2,1,3,2,0.3,16-07-2023,75.978,34.75857503,1
O11131,P1004,C03,1,1,3,2,2,0.3,20-06-2024,75.978,26.30565739,4
O11132,P1002,C04,5,2,5,2,1,0,17-05-2024,54.27,21.59338277,3
O11133,P1003,C02,1,1,2,1,1,0.2,26-08-2024,43.416,15.65467305,1
O11134,P1001,C01,2,4,2,2,2,0,25-12-2024,108.54,33.59062586,4
O11135,P1005,C02,5,4,3,3,2,0.2,07-01-2025,86.832,39.24788071,5
O11136,P1002,C04,1,5,2,3,3,0.1,04-12-2024,146.529,34.00556794,1
O11137,P1007,C01,3,2,5,2,4,0.3,20-07-2023,151.956,50.47309419,2
O11138,P1004,C03,4,2,4,3,2,0.2,30-12-2023,86.832,42.84047901,4
O11139,P1007,C01,4,1,5,3,3,0.1,15-03-2025,146.529,45.63853007,2
O11140,P1006,C01,3,4,2,1,2,0,27-11-2023,108.54,39.18796762,5
O11141,P1002,C04,2,1,4,2,4,0.3,14-07-2024,151.956,43.99251815,5
O11142,P1007,C01,5,4,5,2,2,0.2,31-10-2023,86.832,22.99223774,3
O11143,P1001,C01,4,1,1,1,4,0.3,09-04-2024,151.956,33.17906744,5
O11144,P1004,C03,3,4,1,1,1,0.3,18-10-2024,37.989,7.616652486,3
O11145,P1003,C02,3,1,4,1,4,0.3,24-12-2024,151.956,50.92272004,4
O11146,P1002,C04,2,4,4,1,2,0,27-08-2024,108.54,35.98616501,2
O11147,P1001,C01,2,1,4,3,3,0.3,29-01-2023,113.967,56.21609462,4
O11148,P1005,C02,1,2,1,3,1,0.2,13-02-2023,43.416,10.43932762,2
O11149,P1006,C01,4,5,5,1,3,0,18-09-2024,162.81,80.00232704,1
O11150,P1004,C03,1,1,4,2,2,0.1,09-07-2023,97.686,30.3022517,4
O11151,P1002,C04,3,5,1,2,1,0.2,28-03-2025,43.416,20.42405457,1
O11152,P1002,C04,5,2,4,2,3,0,12-04-2023,162.81,67.44378506,2
O11153,P1003,C02,5,2,4,1,2,0.2,26-04-2024,86.832,39.76047127,3
O11154,P1003,C02,2,4,4,3,3,0.2,17-12-2022,130.248,59.75540063,4
O11155,P1005,C02,5,5,1,3,4,0.1,13-09-2024,195.372,93.31351706,4
O11156,P1006,C01,5,3,5,3,4,0,24-08-2023,217.08,87.83825381,3
O11157,P1005,C02,5,4,1,3,2,0.3,01-02-2023,75.978,28.33254545,3
O11158,P1001,C01,3,5,1,2,3,0.2,30-09-2022,130.248,46.97498867,5
O11159,P1001,C01,5,1,4,2,2,0.2,15-02-2025,86.832,31.96178146,5
O11160,P1005,C02,5,1,3,3,3,0.2,20-10-2024,130.248,44.66104798,2
O11161,P1006,C01,5,2,3,1,1,0.2,12-09-2023,43.416,10.5094472,4
O11162,P1005,C02,1,3,3,3,2,0.2,06-01-2023,86.832,26.95795088,3
O11163,P1006,C01,3,1,1,3,2,0,18-12-2024,108.54,53.70714398,3
O11164,P1006,C01,2,5,4,1,3,0.2,26-03-2025,130.248,58.3659935,1
O11165,P1007,C01,1,5,3,3,2,0.2,05-12-2023,86.832,34.32599671,5
O11166,P1004,C03,4,1,2,2,1,0.2,18-06-2023,43.416,9.346895501,1
O11167,P1006,C01,3,5,2,1,3,0.3,02-03-2023,113.967,54.31395759,3
O11168,P1003,C02,3,5,2,1,3,0.3,09-03-2023,113.967,32.70445141,4
O11169,P1006,C01,4,2,5,3,3,0,11-01-2025,162.81,79.78863217,4
O11170,P1006,C01,4,3,4,2,1,0.2,25-12-2023,43.416,16.98602588,1
O11171,P1006,C01,4,2,1,2,1,0.2,30-07-2024,43.416,11.67696638,5
O11172,P1007,C01,2,3,1,2,2,0.1,01-01-2024,97.686,38.76387565,2
O11173,P1007,C01,5,5,4,3,3,0.3,06-04-2025,113.967,42.27211334,4
O11174,P1001,C01,3,3,5,3,1,0.1,04-12-2022,48.843,11.15616328,2
O11175,P1007,C01,5,5,4,2,4,0.2,18-10-2022,173.664,83.38464328,5
O11176,P1003,C02,5,5,5,3,2,0.2,06-02-2023,86.832,29.67060749,1
O11177,P1003,C02,4,2,3,2,1,0.1,07-01-2025,48.843,19.05505768,5
O11178,P1007,C01,2,2,3,3,1,0,28-12-2023,54.27,11.44318218,3
O11179,P1005,C02,1,4,5,1,1,0,24-03-2025,54.27,14.21293589,5
O11180,P1004,C03,2,1,4,1,2,0.1,10-10-2023,97.686,45.26544238,1
O11181,P1007,C01,5,4,3,3,1,0.2,11-06-2024,43.416,9.628673401,1
O11182,P1006,C01,2,4,4,3,1,0.1,28-11-2024,48.843,21.32661267,5
O11183,P1002,C04,4,3,3,2,4,0.3,29-12-2022,151.956,72.11143505,1
O11184,P1004,C03,1,5,4,1,4,0,05-01-2023,217.08,73.26927925,3
O11185,P1004,C03,4,5,4,2,4,0.1,13-12-2024,195.372,54.51084507,2
O11186,P1003,C02,1,5,2,3,1,0,04-10-2024,54.27,15.47697547,5
O11187,P1004,C03,5,1,5,2,4,0.3,21-10-2024,151.956,51.6320928,1
O11188,P1007,C01,1,3,1,2,3,0.2,04-10-2023,130.248,45.87057883,2
O11189,P1006,C01,1,3,5,3,4,0.2,03-04-2024,173.664,36.31953859,3
O11190,P1006,C01,1,5,4,1,4,0.2,07-10-2022,173.664,44.08154079,5
O11191,P1001,C01,2,4,4,2,1,0,16-06-2023,54.27,15.76044154,1
O11192,P1006,C01,2,1,5,3,3,0.3,21-01-2024,113.967,50.30920054,2
O11193,P1006,C01,5,4,4,2,4,0.1,19-12-2022,195.372,49.63792817,3
O11194,P1003,C02,1,2,3,3,1,0.2,15-07-2023,43.416,11.94225577,4
O11195,P1006,C01,3,3,4,3,3,0,03-03-2024,162.81,32.95144479,1
O11196,P1001,C01,5,3,5,3,4,0.2,21-09-2024,173.664,79.90306127,3
O11197,P1002,C04,1,4,5,1,1,0.3,16-02-2025,37.989,10.84249296,2
O11198,P1007,C01,1,1,5,1,3,0.1,27-08-2024,146.529,30.22527564,5
O11199,P1003,C02,2,3,2,3,4,0.2,29-11-2023,173.664,62.73127335,2
O11200,P1002,C04,5,4,2,1,3,0.3,28-01-2024,113.967,31.9081236,5
O11201,P1003,C02,1,1,2,2,3,0,30-06-2024,162.81,33.76497132,3
O11202,P1005,C02,1,4,2,1,1,0.3,05-03-2023,37.989,12.75497891,3
O11203,P1004,C03,5,1,2,1,2,0,03-07-2024,108.54,31.50780759,2
O11204,P1005,C02,3,5,2,2,3,0.2,16-03-2024,130.248,64.3391981,2
O11205,P1006,C01,5,1,2,2,3,0.2,04-01-2025,130.248,44.8183978,5
O11206,P1002,C04,5,2,5,2,3,0.3,30-05-2023,113.967,48.23765854,1
O11207,P1006,C01,3,5,1,3,3,0,29-03-2025,162.81,74.99461793,2
O11208,P1004,C03,5,4,2,2,3,0.3,11-02-2024,113.967,32.75646062,1
O11209,P1003,C02,1,5,5,2,2,0.3,11-01-2023,75.978,37.09801764,1
